co_cid,no_agravo,nu_prazo_encerramento
T44.5,AGONISTAS PRINCIPALMENTE BETA-ADRENORRECEPTORES NAO CLASSIFICADOS EM OUTRA PARTE,0
T44.6,ANTAGONISTAS ALFA-ADRENORRECEPTORES NAO CLASSIFICADOS EM OUTRA PARTE,0
T44.7,ANTAGONISTAS BETA-ADRENORRECEPTORES NAO CLASSIFICADOS EM OUTRA PARTE,0
T44.8,"BLOQUEADORES NEURONAIS ADRENERGICOS E DE ACAO CENTRAL,NAO CLASSIFICADOS EM OUTRA PARTE",0
T44.9,OUTRAS DROGAS QUE AFETAM PRINCIPALMENTE O SISTEMA NERVOSO AUTONOMO E AS NAO ESPECIFICADAS,0
T45,"INTOXICACAO POR SUBSTANCIAS DE ACAO ESSENCIALMENTE SISTEMICA E SUBSTANCIAS HEMATOLOGICAS,NAO CLASSIFICADAS EM OUTRA PARTE",0
T45.0,DROGAS ANTIALERGICAS E ANTIEMETICAS,0
T45.1,DROGAS ANTINEOPLASICAS E IMUNOMUPRESSORAS,0
T45.2,"VITAMINAS,NAO CLASSIFICADAS EM OUTRA PARTE",0
T45.3,"ENZIMAS,NAO CLASSIFICADAS EM OUTRA PARTE",0
T45.4,FERRO E SEUS COMPOSTOS,0
T45.5,ANTICOAGULANTES,0
T45.6,DROGAS QUE AFETAM A FIBRINOLISE,0
T45.7,"ANTAGONISTAS DE ANTICOAGULANTES,VITAMINA K E DE OUTROS FATORES DE COAGULACAO",0
T45.8,OUTRAS SUBSTANCIAS PRIMARIAMENTE SISTEMICAS E HEMATOLOGICAS,0
T45.9,SUBSTANCIA ESSENCIALMENTE SISTEMICA E HEMATOLOGICA NAO ESPECIFICADA,0
T46,INTOXICACAO POR SUBSTANCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO CIRCULATORIO,0
T46.0,GLICOSIDEOS ESTIMULANTES DO CORACAO E SUBSTANCIAS DE ACAO SEMELHANTE,0
T46.1,BLOQUEADORES DOS CANAIS DE CALCIO,0
T46.2,OUTRAS DROGAS ANTIDISRITMICAS NAO CLASSIFICADAS EM OUTRA PARTE,0
T46.3,"VASODILATADORES CORONARIANOS,NAO CLASSIFICADOS EM OUTRA PARTE",0
T46.4,INIBIDORES DA ENZIMA DE CONVERSAO DA ANGIOTENSINA,0
T46.5,OUTRAS DROGAS ANTI-HERPERTENSIVAS NAO CLASSIFICADAS EM OUTRA PARTE,0
T46.6,DROGAS ANTIHIPERLIPEMICAS E ANTIARTERIOSCLEROTICAS,0
T46.7,VASODILATADORES PERIFERICOS,0
T46.8,"DROGAS ANTIVARICOSAS,INCLUINDO SUBSTANCIAS ESCLEROSANTES",0
T47,INTOXICACAO POR SUBSTANCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO GASTROINTESTINAL,0
T47.0,ANTAGONISTAS DOS RECEPTORES H2 DA HISTAMINA,0
T47.1,OUTROS ANTIACIDOS E DROGAS QUE INIBEM A SECRECAO GASTRICA,0
T47.2,LAXATIVOS ESTIMULANTES,0
T47.3,LAXATIVOS SALINOS E OSMOTICOS,0
T47.4,OUTROS LAXATIVOS,0
T47.5,DIGESTIVOS,0
T47.6,DROGAS ANTIDIARREICAS,0
T47.7,EMETICOS,0
T47.8,OUTRAS SUBSTANCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO GASTRINTESTINAL,0
T47.9,SUBSTANCIA NAO ESPECIFICADA QUE ATUA PRIMARIAMENTE SOBRE O APARELHO GASTROINTESTINAL,0
T48,INTOXICACAO POR SUBSTANCIAS QUE ATUAM PRIMARIAMENTE SOBRE OS MUSCULOS LISOS E ESQUELETICOS E SOBRE O APARELHO RESPIRATORIO,0
T48.0,DROGAS OCITOCICAS,0
T48.1,RELAXANTES MUSCULARES ESQUELETICOS [BLOQUEADORES NEUROMUSCULARES],0
T48.2,OUTRAS SUBSTANCIAS E AS NAO ESPECIFICADAS QUE ATUAM SOBRE OS MUSCULOS,0
T48.3,ANTITUSSIGENOS,0
T48.4,EXPECTORANTES,0
T48.5,DROGAS ANTI-RESFRIADO,0
T48.6,ANTIASMATICOS NAO CLASSIFICADOS EM OUTRA PARTE,0
T48.7,OUTRAS SUBSTANCIAS E AS NAO ESPECIFICADAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO RESPIRATORIO,0
T49.0,"ANTIFUNGICOS,ANTIINFECCIOSOS E ANTIINFLAMATORIOS DE USO TOPICO,NAO CLASSIFICADOS EM OUTRA PARTE",0
T49.1,ANTIPRURIGINOSOS,0
T49.2,ADSTRINGENTES E DETERGENTES DE USO LOCAL,0
T49.3,"EMOLIENTES,DEMULCENTES E PROTETORES",0
T53.4,DICLOROMETANO,0
T49.5,DROGAS E PREPARACOES DE USO OFTALMOLOGICO,0
T49.6,DROGAS E PREPARACOES DE USO OTORRINOLARINGOLOGICO,0
T49.7,DROGAS DENTARIAS DE USO TOPICO,0
T49.8,OUTRAS DROGAS DE USO TOPICO,0
T49.9,"PREPARADO DE USO TOPICO,NAO ESPECIFICADO",0
T50,"INTOXICACAO POR DIURETICOS E OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS",0
T51,EFEITO TOXICO DO ALCOOL,0
T51.0,ETANOL,0
T51.1,METANOL,0
T51.2,2-PROPANOL,0
T51.3,OLEO DE FUSEL,0
T51.8,OUTROS ALCOOIS,0
T51.9,ALCOOL NAO ESPECIFICADO,0
T52,EFEITO TOXICO DE SOLVENTES ORGANICOS,0
T52.0,DERIVADOS DO PETROLEO,0
T52.1,BENZENO,0
T52.2,HOMOLOGOS DO BENZENO,0
T52.3,GLICOIS,0
T52.4,CETONAS,0
T52.8,OUTROS SOLVENTES ORGANICOS,0
T52.9,SOLVENTE ORGANICO NAO ESPECIFICADO,0
T53,EFEITO TOXICO DE DERIVADOS HALOGENICOS DE HIDROCARBONETOS ALIFATICOS E AROMATICOS,0
T53.0,TETRACLORETO DE CARBONO,0
T53.1,CLOROFORMIO,0
T53.2,TRICLOROETILENO,0
T53.3,TETRACLOROETILENO,0
T53.5,CLOROFLUORCARBONO,0
T53.6,OUTROS DERIVADOS HALOGENICOS DE HIDROCARBONETOS ALIFATICOS,0
T53.7,DERIVADOS HALOGENICOS DE HIDROCARBONETOS AROMATICOS,0
T53.9,DERIVADOS HALOGENICOS DE HIDROCARBONETOS ALIFATICOS E AROMATICOS NAO ESPECIFICADOS,0
T54,EFEITO TOXICO DE CORROSIVOS,0
T54.0,FENOL E HOMOLOGOS DO FENOL,0
T54.1,OUTROS COMPOSTOS CORROSIVOS ORGANICOS,0
T54.2,ACIDOS CORROSIVOS E SUBSTANCIAS SEMELHANTES,0
T54.3,BASES (ALCALIS) CAUSTICAS(OS) E SUBSTANCIAS SEMELHANTES,0
T54.9,SUBSTANCIA CORROSIVA NAO ESPECIFICADA,0
T55,EFEITO TOXICO DE SABOES E DETERGENTES,0
T56,EFEITO TOXICO DE METAIS,0
T56.0,CHUMBO E SEUS COMPOSTOS,0
T56.1,MERCURIO E SEUS COMPOSTOS,0
T56.2,CROMO E SEUS COMPOSTOS,0
T56.3,CADMIO E SEUS COMPOSTOS,0
T56.4,COBRE E SEUS COMPOSTOS,0
T56.5,ZINCO E SEUS COMPOSTOS,0
T56.6,ESTANHO E SEUS COMPOSTOS,0
T56.7,BERILO E SEUS COMPOSTOS,0
T56.8,OUTROS METAIS,0
T56.9,"METAL,NAO ESPECIFICADO",0
T57.0,ARSENICO E SEUS COMPOSTOS,0
T57.1,FOSFORO E SEUS COMPOSTOS,0
T57.2,MANGANES E SEUS COMPOSTOS,0
T57.3,CIANETO DE HIDROGENIO (ACIDO CIANIDRICO),0
T57.8,OUTRAS SUBSTANCIAS INORGANICAS ESPECIFICADAS,0
T57.9,SUBSTANCIA INORGANICA NAO ESPECIFICADA,0
T58,EFEITO TOXICO DE MONOXIDO DE CARBONO,0
T59,"EFEITO TOXICO DE OUTROS GASES,FUMACAS E VAPORES",0
T59.0,OXIDOS DE NITROGENIO,0
T59.1,DIOXIDO DE ENXOFRE,0
T59.2,FORMALDEIDO,0
T59.3,GAS LACRIMOGENIO,0
T59.4,CLORO GASOSO,0
T59.5,FLUORETO GASOSO E ACIDO FLUORIDRICO,0
T59.6,ACIDO SULFIDRICO,0
T59.7,DIOXIDO DE CARBONO,0
T59.8,"OUTROS GASES,FUMACAS E VAPORES ESPECIFICADOS",0
T59.9,"GASES,FUMACAS E VAPORES NAO ESPECIFICADOS",0
T60,EFEITO TOXICO DE PESTICIDAS,0
T60.0,INSETICIDAS ORGANOFOSFORADOS E CARBAMATOS,0
T60.1,INSETICIDAS HALOGENADOS,0
T60.2,OUTROS INSETICIDAS,0
T60.3,HERBICIDAS E FUNGICIDAS,0
T60.8,OUTROS PESTICIDAS,0
T60.9,PESTICIDA NAO ESPECIFICADO,0
T61,EFEITO TOXICO DE SUBSTANCIAS NOCIVAS CONSUMIDAS COMO FRUTO DO MAR,0
T61.0,INTOXICACAO PELO PEIXE CIGUATERA,0
T61.1,INTOXICACAO POR PEIXES ESCOMBRIDEOS,0
T61.2,OUTRAS INTOXICACOES POR PEIXES E MARISCOS,0
T61.8,EFEITO TOXICO DE OUTROS FRUTOS DO MAR,0
T61.9,EFEITO TOXICO DE FRUTOS DO MAR NAO ESPECIFICADOS,0
T62.0,INGESTAO DE COGUMELOS,0
T62.1,INGESTAO DE FRUTOS,0
T62.2,INGESTAO DE OUTRAS (PARTES DE) PLANTAS,0
T62.8,OUTRAS SUBSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO,0
T63,EFEITO TOXICO DE CONTATO COM ANIMAIS VENENOSOS,0
T63.0,VENENO DE SERPENTE,0
T63.2,VENENO DE ESCORPIAO,0
T63.3,VENENO DE ARANHA,0
T63.4,VENENO DE OUTROS ARTROPODES,0
T63.5,CONTATO COM PEIXE,0
T63.6,CONTATO COM OUTROS ANIMAIS MARINHOS,0
T63.8,CONTATO COM OUTROS ANIMAIS VENENOSOS,0
T63.9,CONTATO COM ANIMAL VENENOSO NAO ESPECIFICADO,0
T65,EFEITO TOXICO DE OUTRAS SUBSTANCIAS E AS NAO ESPECIFICADAS,0
T66,EFEITOS NAO ESPECIFICADOS DE RADIACAO,0
T88,OUTRAS COMPLICACOES DE CUIDADOS MEDICOS E CIRURGICOS NAO CLASSIFICADAS EM OUTRA PARTE,0
T96,"SEQUELAS DE INTOXICACAO POR DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS",0
T97,SEQUELAS DE EFEITOS TOXICOS DE SUBSTANCIAS DE ORIGEM PREDOMINANTEMENTE NAO-MEDICINAL,0
X00,EXPOSICAO A FOGO NAO-CONTROLADO EM UM EDIFICIO OU OUTRO TIPO DE CONSTRUCAO,0
X09,"EXPOSICAO A TIPO NAO ESPECIFICADO DE FUMACAS,FOGO OU CHAMAS",0
X26,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS,0
X28,CONTATO COM OUTRAS PLANTAS VENENOSAS ESPECIFICADAS,0
X40,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS",0
X40.0,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - RESIDENCIA",0
X40.1,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - HABITACAO COLETIVA",0
X40.2,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X40.3,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X40.4,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - RUA E ESTRADA",0
X40.5,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - AREAS DE COMERCIO E DE SERVICOS",0
X40.6,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X40.7,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - FAZENDA",0
B01.9,VARICELA SEM COMPLICAÇÕES,60
X40.8,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - OUTROS LOCAIS ESPECIFICADOS",0
X40.9,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - LOCAL NAO ESPECIFICADO",0
X41.0,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - RE",0
X41.1,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - HA",0
X41.2,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - ES",0
X41.3,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - AR",0
X41.4,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - RU",0
X41.5,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - AR",0
X41.6,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - AR",0
X41.7,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - FA",0
X41.8,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - OU",0
X41.9,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A ANTICONVULSIVANTES [ANTIEPILEPTICOS],SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADAS EM OUTRA PARTE - LO",0
X42,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE,0
X42.0,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - RESIDENCIA,0
X42.1,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - HABITACAO COLETIVA,0
X46,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES,0
X42.3,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X42.4,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - RUA E ESTRADA,0
X42.5,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - AREAS DE COMERCIO E DE SERVICOS,0
X42.6,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X42.7,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - FAZENDA,0
X42.8,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - OUTROS LOCAIS ESPECIFICADOS,0
X42.9,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - LOCAL NAO ESPECIFICADO,0
X43,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO,0
X43.0,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - RESIDENCIA,0
X43.1,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - HABITACAO COLETIVA,0
X43.3,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X43.4,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - RUA E ESTRADA,0
X43.5,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - AREAS DE COMERCIO E DE SERVICOS,0
X43.6,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X43.7,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - FAZENDA,0
X43.8,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - OUTROS LOCAIS ESPECIFICADOS,0
X43.9,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - LOCAL NAO ESPECIFICADO,0
X44,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS",0
X44.0,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - RESIDENCIA",0
X44.1,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - HABITACAO COLETIVA",0
X44.2,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLIC",0
X44.3,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X44.4,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - RUA E ESTRADA",0
X44.5,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - AREAS DE COMERCIO E DE SERVICOS",0
X44.6,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X44.7,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - FAZENDA",0
X44.8,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - OUTROS LOCAIS ESPECIFICADOS",0
X44.9,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS - LOCAL NAO ESPECIFICADO",0
X45.0,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - RESIDENCIA,0
X45.1,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - HABITACAO COLETIVA,0
X45.2,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X45.3,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X45.4,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - RUA E ESTRADA,0
X45.5,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - AREAS DE COMERCIO E DE SERVICOS,0
X45.6,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X45.8,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - OUTROS LOCAIS ESPECIFICADOS,0
X45.9,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO AO ALCOOL - LOCAL NAO ESPECIFICADO,0
X46.1,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - HABITACAO COLETIVA,0
X46.3,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X46.4,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - RUA E ESTRADA,0
X46.5,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - AREAS DE COMERCIO E DE SERVICOS,0
X46.6,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X46.7,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - FAZENDA,0
X46.8,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - OUTROS LOCAIS ESPECIFICADOS,0
X46.9,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - LOCAL NAO ESPECIFICADO,0
X47,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES,0
X47.0,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - RESIDENCIA,0
X47.1,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - HABITACAO COLETIVA,0
